state_po,topic,lvl,month,pct
LA,Content strategy,0,apr,0.5
NV,Content strategy,0,apr,0.63
MA,Content strategy,0,apr,0.36
IN,Literary analysis,1,may,0.18
MN,Literary analysis,1,may,0.25
WI,Literary analysis,1,may,0.22
CA,Code comprehension,0,may,0.03
NJ,Sermons,0,may,0.06
AL,Sermons,0,may,0.29
NC,Sermons,0,may,0.14
VA,Renovation planning,0,may,0.07
NY,Renovation planning,0,may,0.07
MI,Renovation planning,0,may,0.14
FL,Recruitment document preprocessing,0,may,0.03
CA,Recruitment document preprocessing,0,may,0.03
GA,Recruitment document preprocessing,0,may,0.06
CA,App architecture,0,may,0.1
OH,App architecture,0,may,0.11
CO,App architecture,0,may,0.11
UT,App architecture,0,may,0.18
OR,Summarizing,1,may,0.44
NJ,Summarizing,1,may,0.39
NY,Summarizing,1,may,0.45
MO,Summarizing,1,may,0.3
LA,Summarizing,1,may,0.28
UT,Summarizing,1,may,0.33
PA,Booking and scheduling,1,may,0.64
NJ,Booking and scheduling,1,may,0.79
MI,Booking and scheduling,1,may,0.6
CT,Booking and scheduling,1,may,0.8
MO,Booking and scheduling,1,may,0.7
MD,Booking and scheduling,1,may,0.63
NC,Booking and scheduling,1,may,0.61
IA,Customer Support & Service Operations,2,may,0.48
NY,Customer Support & Service Operations,2,may,0.45
OH,Customer Support & Service Operations,2,may,0.5
OK,Customer Support & Service Operations,2,may,0.56
WI,Customer Support & Service Operations,2,may,0.35
CT,Customer Support & Service Operations,2,may,0.5
VA,Banking,0,may,0.09
FL,Banking,0,may,0.1
NC,Banking,0,may,0.11
PA,Banking,0,may,0.07
IL,Banking,0,may,0.11
CA,Product longevity,0,may,0.01
FL,Poetry lyrics,0,apr,0.15
WA,Poetry lyrics,0,apr,0.21
TX,Poetry lyrics,0,apr,0.14
FL,Craft supplies,0,apr,0.04
CA,Craft supplies,0,apr,0.05
ID,API debugging,1,apr,0.63
TX,API debugging,1,apr,0.56
MO,API debugging,1,apr,0.48
WI,API debugging,1,apr,0.4
GA,API debugging,1,apr,0.51
TX,Runtime environment,0,apr,0.04
CA,Door hardware,0,apr,0.02
TX,Language learning strategy,0,apr,0.03
NY,Language learning strategy,0,apr,0.03
VA,Social media graphics,0,apr,0.14
CA,Social media graphics,0,apr,0.1
NY,Social media graphics,0,apr,0.14
NC,Social media graphics,0,apr,0.14
WA,Social media graphics,0,apr,0.12
VA,Statistics,0,apr,0.11
IL,Statistics,0,apr,0.12
MA,Statistics,0,apr,0.23
NY,Reference data entries,0,apr,0.13
MI,Reference data entries,0,apr,0.13
OH,Real estate marketing,0,may,0.09
WA,Real estate marketing,0,may,0.07
OR,Poetry lyrics,0,may,0.17
FL,Poetry lyrics,0,may,0.16
CA,API querying,0,may,0.03
CO,Craft supplies,0,may,0.1
TX,Craft supplies,0,may,0.05
LA,API debugging,1,may,0.53
OK,API debugging,1,may,0.6
FL,API debugging,1,may,0.55
MD,API debugging,1,may,0.39
TX,API debugging,1,may,0.48
KS,API debugging,1,may,0.45
FL,Runtime environment,0,may,0.03
CA,Social media graphics,0,may,0.13
TN,Social media graphics,0,may,0.13
CO,Social media graphics,0,may,0.1
DC,Statistics,0,may,0.26
CA,Statistics,0,may,0.08
VA,Statistics,0,may,0.13
IA,Medical Questions,1,may,2.15
NM,Medical Questions,1,may,2.3
SD,Medical Questions,1,may,2.37
DE,Medical Questions,1,may,2.69
TN,Medical Questions,1,may,2.37
ID,Medical Questions,1,may,2.72
KY,Resume writing,0,may,0.57
MN,Resume writing,0,may,0.8
NE,Resume writing,0,may,0.7
OR,Resume writing,0,may,0.65
AL,Resume writing,0,may,0.91
NH,Resume writing,0,may,0.84
TX,Engineering systems,0,may,0.06
RI,Destination research,1,may,0.8
NE,Destination research,1,may,0.64
OH,Destination research,1,may,0.8
CA,Destination research,1,may,1.17
SC,Destination research,1,may,0.73
MA,Destination research,1,may,1.08
NY,Certification and training,1,may,0.53
GA,Certification and training,1,may,0.67
MN,Certification and training,1,may,0.52
IN,Certification and training,1,may,0.65
OH,Certification and training,1,may,0.62
KY,Certification and training,1,may,0.76
FL,Government filings,1,may,0.07
NY,Sociology,0,may,0.03
WA,Cooking techniques,0,may,0.12
MA,Cooking techniques,0,may,0.06
FL,Cooking techniques,0,may,0.07
CA,Cooking techniques,0,may,0.08
NY,Cooking techniques,0,may,0.11
CO,Cooking techniques,0,may,0.11
IL,SQL queries,0,may,0.06
NJ,Philosophy,1,may,0.09
AZ,Philosophy,1,may,0.13
TX,Philosophy,1,may,0.13
NY,Home routines,1,may,0.1
NJ,Home routines,1,may,0.11
OH,Contract review,0,may,0.14
CA,Contract review,0,may,0.26
TX,Fact-checking,0,may,0.14
IL,Fact-checking,0,may,0.13
CA,Fact-checking,0,may,0.14
MI,Fact-checking,0,may,0.19
MN,Fact-checking,0,may,0.19
OR,Image reading,1,may,0.16
CO,Image reading,1,may,0.13
OH,Image reading,1,may,0.18
MI,Image reading,1,may,0.14
NY,Academic framing,0,may,0.04
PA,Academic framing,0,may,0.06
VA,Academic framing,0,may,0.07
TX,Software how-to,1,may,0.96
AR,Software how-to,1,may,1.07
SC,Software how-to,1,may,0.98
NE,Software how-to,1,may,1.1
RI,Software how-to,1,may,0.8
NY,Software how-to,1,may,0.88
VA,Software how-to,1,may,1.04
CA,Daily briefing,0,may,0.01
NJ,Business reports,0,may,0.23
CO,Business reports,0,may,0.34
WA,Business reports,0,may,0.24
IL,Business reports,0,may,0.22
TN,Business reports,0,may,0.29
OR,Device feature configuration,0,may,0.16
AZ,Device feature configuration,0,may,0.16
MD,Device feature configuration,0,may,0.11
NC,Device feature configuration,0,may,0.18
TX,Device feature configuration,0,may,0.13
CO,Device feature configuration,0,may,0.21
WI,SEO copywriting,0,may,0.2
OK,SEO copywriting,0,may,0.31
MN,SEO copywriting,0,may,0.27
CA,AI industry news,0,may,0.15
CO,AI industry news,0,may,0.09
VA,Side income ideation,0,may,0.13
MN,Automated pipelines,1,may,1.03
AR,Automated pipelines,1,may,1.83
LA,Automated pipelines,1,may,0.85
KS,Automated pipelines,1,may,0.9
IL,Automated pipelines,1,may,0.89
SC,Automated pipelines,1,may,1.11
MD,Financial modeling,1,may,0.97
OK,Financial modeling,1,may,0.87
NJ,Financial modeling,1,may,1.23
ME,Financial modeling,1,may,1.3
SC,Financial modeling,1,may,0.9
AR,Financial modeling,1,may,1.14
WA,Financial modeling,1,may,1.1
RI,Financial modeling,1,may,1.26
FL,Video scripts,1,may,0.91
NJ,Video scripts,1,may,0.64
MI,Video scripts,1,may,0.63
RI,Video scripts,1,may,0.57
MN,Video scripts,1,may,0.5
PR,Video scripts,1,may,0.84
WI,Video scripts,1,may,0.48
CA,Video scripts,1,may,0.85
IN,Job searching,0,may,0.23
GA,Job searching,0,may,0.3
MA,Job searching,0,may,0.36
OR,Inventory tracking,0,may,0.18
NC,Inventory tracking,0,may,0.25
OH,Inventory tracking,0,may,0.26
NJ,Online platforms,1,may,0.06
CA,Configuration architecture,0,may,0.01
NH,Backend architecture,1,may,0.5
NV,Backend architecture,1,may,0.5
NC,Backend architecture,1,may,0.42
CO,Backend architecture,1,may,0.47
LA,Backend architecture,1,may,0.66
FL,Backend architecture,1,may,0.62
UT,Backend architecture,1,may,0.55
TX,Backend architecture,1,may,0.57
OH,Platform navigation,0,may,0.66
PA,Platform navigation,0,may,0.51
MA,Platform navigation,0,may,0.41
DC,Platform navigation,0,may,0.47
NY,Haircare,0,may,0.15
TX,Family and personal law,0,may,0.03
CA,Job correspondence,0,may,0.42
MN,Job correspondence,0,may,0.34
NC,Job correspondence,0,may,0.4
CO,Job correspondence,0,may,0.3
MO,Job correspondence,0,may,0.3
IL,Job correspondence,0,may,0.55
CA,Travel admin,0,may,0.13
CO,Travel admin,0,may,0.15
NC,Travel admin,0,may,0.09
CA,Background removal,0,may,0.01
IL,Gaming,0,may,0.07
FL,Crafting and construction,1,may,0.03
MD,Quiz assistance,0,may,1.59
RI,Quiz assistance,0,may,1.57
MS,Quiz assistance,0,may,1.27
NM,Quiz assistance,0,may,1.53
AR,Quiz assistance,0,may,1.21
OR,Quiz assistance,0,may,1.8
TX,Quiz assistance,0,may,1.12
MA,Quiz assistance,0,may,1.26
NY,Quiz assistance,0,may,1.25
IL,Quiz assistance,0,may,1.58
MO,Quiz assistance,0,may,0.97
FL,Quiz assistance,0,may,0.98
NY,File conversion,0,may,0.29
MI,File conversion,0,may,0.22
TX,File conversion,0,may,0.3
MN,File conversion,0,may,0.21
MO,File conversion,0,may,0.3
AZ,Companionship and conversation,1,may,1.5
NC,Companionship and conversation,1,may,1.65
GA,Companionship and conversation,1,may,1.55
SC,Companionship and conversation,1,may,1.42
NM,Companionship and conversation,1,may,1.98
RI,Companionship and conversation,1,may,1.99
DC,Companionship and conversation,1,may,1.04
MT,Companionship and conversation,1,may,1.35
NJ,Biology,0,may,0.1
CT,Biology,0,may,0.18
AZ,Biology,0,may,0.09
MD,Biology,0,may,0.19
GA,Biology,0,may,0.11
CA,Biology,0,may,0.16
TN,Video production,0,may,0.17
TX,Exegesis,0,may,0.04
CA,Exegesis,0,may,0.02
NE,Vehicles and motors,1,may,0.74
OR,Vehicles and motors,1,may,0.72
SC,Vehicles and motors,1,may,0.47
TN,Vehicles and motors,1,may,0.51
AR,Vehicles and motors,1,may,0.55
OH,Vehicles and motors,1,may,0.56
IL,Vehicles and motors,1,may,0.38
GA,Retirement information,0,may,0.12
WA,Account and billing,1,may,0.57
CA,Account and billing,1,may,0.61
MD,Account and billing,1,may,0.58
UT,Account and billing,1,may,0.62
LA,Medical Questions,1,may,2.15
UT,Medical Questions,1,may,2.61
GA,Medical Questions,1,may,1.77
MD,Medical Questions,1,may,2.25
MO,Medical Questions,1,may,2.44
IN,Medical Questions,1,may,2.13
MI,Medical Questions,1,may,2.49
KS,Medical Questions,1,may,2.36
SC,Resume writing,0,may,0.78
OH,Resume writing,0,may,0.86
AR,Resume writing,0,may,0.86
NV,Resume writing,0,may,0.64
MO,Resume writing,0,may,1.08
RI,Resume writing,0,may,1.07
OK,Resume writing,0,may,0.77
NM,Resume writing,0,may,0.65
AZ,Resume writing,0,may,1.01
HI,Resume writing,0,may,0.44
FL,Engineering systems,0,may,0.03
MN,Destination research,1,may,0.77
DC,Destination research,1,may,1.03
HI,Destination research,1,may,2.18
NH,Destination research,1,may,0.64
ID,Destination research,1,may,0.71
GA,Destination research,1,may,1.32
NY,Public budgets,0,may,0.04
HI,Certification and training,1,may,0.44
NV,Certification and training,1,may,0.57
WA,Certification and training,1,may,0.45
NJ,Certification and training,1,may,0.63
MA,Certification and training,1,may,0.68
TN,Certification and training,1,may,0.52
AL,Certification and training,1,may,0.46
NY,Government filings,1,may,0.06
VA,Government filings,1,may,0.07
CA,Sociology,0,may,0.04
GA,Cooking techniques,0,may,0.06
GA,SQL queries,0,may,0.08
FL,SQL queries,0,may,0.04
IL,Philosophy,1,may,0.15
NC,Philosophy,1,may,0.14
MA,Philosophy,1,may,0.18
FL,Philosophy,1,may,0.1
FL,Home routines,1,may,0.11
TN,Contract review,0,may,0.28
WA,Contract review,0,may,0.21
MO,Contract review,0,may,0.17
NV,Contract review,0,may,0.2
SC,Contract review,0,may,0.37
NV,Fact-checking,0,may,0.2
MA,Fact-checking,0,may,0.14
CT,Fact-checking,0,may,0.16
PA,Fact-checking,0,may,0.12
MD,Fact-checking,0,may,0.16
AZ,Image reading,1,may,0.11
IN,Image reading,1,may,0.19
NC,Image reading,1,may,0.14
MA,Image reading,1,may,0.17
CA,Academic framing,0,may,0.04
MA,Academic framing,0,may,0.07
PA,Software how-to,1,may,0.85
UT,Software how-to,1,may,1.13
NV,Software how-to,1,may,0.89
NM,Software how-to,1,may,0.77
IL,Software how-to,1,may,0.83
GA,Software how-to,1,may,0.98
TX,Business reports,0,may,0.24
MA,Business reports,0,may,0.24
PR,Business reports,0,may,0.51
NV,Business reports,0,may,0.31
WI,Business reports,0,may,0.27
VA,Business reports,0,may,0.24
CA,Event tourism,0,may,0.02
NY,Device feature configuration,0,may,0.14
VA,Device feature configuration,0,may,0.13
UT,Device feature configuration,0,may,0.16
TN,Device feature configuration,0,may,0.24
UT,SEO copywriting,0,may,0.37
FL,SEO copywriting,0,may,0.39
NJ,SEO copywriting,0,may,0.24
AZ,SEO copywriting,0,may,0.29
IL,AI industry news,0,may,0.1
GA,AI industry news,0,may,0.09
FL,Side income ideation,0,may,0.12
OH,Side income ideation,0,may,0.17
MI,Side income ideation,0,may,0.11
HI,Automated pipelines,1,may,1.5
CA,Automated pipelines,1,may,0.99
NE,Automated pipelines,1,may,1.47
PR,Automated pipelines,1,may,0.93
AL,Automated pipelines,1,may,1.22
NJ,Automated pipelines,1,may,1.22
NH,Automated pipelines,1,may,1.2
DC,Financial modeling,1,may,1.11
IN,Financial modeling,1,may,0.79
HI,Financial modeling,1,may,1.33
NM,Financial modeling,1,may,0.69
NH,Financial modeling,1,may,1
NE,Financial modeling,1,may,1.17
NY,Financial modeling,1,may,1.24
VA,Video scripts,1,may,0.6
NY,Video scripts,1,may,0.69
WA,Video scripts,1,may,0.46
OK,Video scripts,1,may,0.71
FL,Job searching,0,may,0.19
NJ,Job searching,0,may,0.31
WI,Job searching,0,may,0.25
AZ,Inventory tracking,0,may,0.21
NY,Online platforms,1,may,0.07
CA,Online platforms,1,may,0.07
TX,Online platforms,1,may,0.07
FL,Fabrication,0,may,0.05
MA,Fabrication,0,may,0.06
OH,Fabrication,0,may,0.1
WA,Fabrication,0,may,0.08
NJ,Backend architecture,1,may,0.54
AL,Backend architecture,1,may,0.43
KY,Backend architecture,1,may,0.66
IN,Platform navigation,0,may,0.46
LA,Platform navigation,0,may,0.53
WA,Platform navigation,0,may,0.51
CO,Platform navigation,0,may,0.64
NY,Platform navigation,0,may,0.51
SC,Platform navigation,0,may,0.55
HI,Platform navigation,0,may,0.41
IA,Platform navigation,0,may,0.64
MD,Platform navigation,0,may,0.49
CA,Haircare,0,may,0.16
FL,Haircare,0,may,0.15
FL,Family and personal law,0,may,0.03
CA,Family and personal law,0,may,0.02
LA,Job correspondence,0,may,0.36
WI,Job correspondence,0,may,0.3
NV,Job correspondence,0,may,0.19
WA,Job correspondence,0,may,0.4
MD,Job correspondence,0,may,0.41
OR,Job correspondence,0,may,0.19
NY,Travel admin,0,may,0.13
VA,Travel admin,0,may,0.13
IL,Travel admin,0,may,0.13
WA,Travel admin,0,may,0.1
CO,Gaming,0,may,0.07
VA,Opinion writing,0,may,0.09
DC,Opinion writing,0,may,0.32
VT,Quiz assistance,0,may,1.34
OK,Quiz assistance,0,may,0.83
MI,Quiz assistance,0,may,1.13
PR,Quiz assistance,0,may,1.93
KY,Quiz assistance,0,may,0.92
HI,Quiz assistance,0,may,1.03
NC,Quiz assistance,0,may,1.3
NY,Finance content creation,0,may,0.07
FL,IT service desk,0,may,0.04
SC,File conversion,0,may,0.32
TN,File conversion,0,may,0.2
CT,File conversion,0,may,0.33
KY,Companionship and conversation,1,may,2.1
FL,Companionship and conversation,1,may,1.33
AR,Companionship and conversation,1,may,1.59
WV,Companionship and conversation,1,may,2.96
OH,Companionship and conversation,1,may,1.9
OR,Companionship and conversation,1,may,1.82
ID,Companionship and conversation,1,may,1.36
HI,Companionship and conversation,1,may,1.88
PA,Biology,0,may,0.17
TX,Biology,0,may,0.13
FL,Biology,0,may,0.1
WA,Video production,0,may,0.12
MD,Video production,0,may,0.11
FL,Video production,0,may,0.17
NC,Video production,0,may,0.14
PA,Tech recruitment,0,may,0.2
IN,Tech recruitment,0,may,0.2
AZ,System administration,0,may,0.19
TX,System administration,0,may,0.11
VA,System administration,0,may,0.11
TX,Productivity scripting,0,may,0.05
FL,Meeting prep,0,may,0.24
UT,Meeting prep,0,may,0.24
MO,Meeting prep,0,may,0.17
SC,Meeting prep,0,may,0.26
MA,Meeting prep,0,may,0.31
MD,AI evaluation and risk,1,may,0.26
VA,AI evaluation and risk,1,may,0.29
NC,AI evaluation and risk,1,may,0.24
WA,AI evaluation and risk,1,may,0.33
UT,Short-form video scripts,0,may,0.51
WI,Short-form video scripts,0,may,0.31
NV,Short-form video scripts,0,may,0.71
FL,Short-form video scripts,0,may,0.64
TX,Structural assessment,0,may,0.05
NJ,Lead qualification,0,may,0.09
NY,Lead qualification,0,may,0.1
WA,Lead qualification,0,may,0.06
GA,Lead qualification,0,may,0.09
AZ,Shipment tracking,0,may,0.09
TX,Parts sourcing,0,may,0.06
FL,Parts sourcing,0,may,0.06
IN,Sales & Revenue Operations,2,may,1.13
WA,Sales & Revenue Operations,2,may,1.13
TN,Sales & Revenue Operations,2,may,1.93
DC,Sales & Revenue Operations,2,may,1.08
NC,Sales & Revenue Operations,2,may,1.57
NM,Sales & Revenue Operations,2,may,0.69
GA,Sales & Revenue Operations,2,may,1.83
NY,Sales & Revenue Operations,2,may,1.71
AL,Sales & Revenue Operations,2,may,1.7
OR,Sales & Revenue Operations,2,may,1.23
NV,Sales & Revenue Operations,2,may,1.57
GA,Doneness and temperature,0,may,0.06
WA,News aggregation,0,may,0.51
MD,News aggregation,0,may,0.35
NC,News aggregation,0,may,0.46
UT,News aggregation,0,may,0.43
AR,News aggregation,0,may,0.55
DC,News aggregation,0,may,0.82
MA,News aggregation,0,may,0.54
AL,News aggregation,0,may,0.63
AZ,News aggregation,0,may,0.41
PA,Reference and fact-finding,1,may,1.48
ID,Reference and fact-finding,1,may,1.02
DC,Reference and fact-finding,1,may,1.14
MD,Reference and fact-finding,1,may,1.57
MO,Reference and fact-finding,1,may,1.56
UT,Reference and fact-finding,1,may,1.46
NV,Reference and fact-finding,1,may,1.29
WI,Reference and fact-finding,1,may,1.35
AR,Reference and fact-finding,1,may,1.1
HI,Reference and fact-finding,1,may,1.69
LA,Reference and fact-finding,1,may,1.47
CA,CMS plugins,0,may,0.07
MS,Structured extraction,1,may,1.77
IA,Structured extraction,1,may,1.12
NJ,Structured extraction,1,may,1.39
MA,Structured extraction,1,may,1.29
OR,Structured extraction,1,may,1.14
GA,Structured extraction,1,may,1.2
FL,Structured extraction,1,may,1.45
TX,Structured extraction,1,may,1.35
MN,Structured extraction,1,may,1.08
MT,Structured extraction,1,may,1.23
CA,Mold,0,may,0.01
CO,Script execution,0,may,0.12
NJ,Script execution,0,may,0.09
FL,Script execution,0,may,0.09
MD,Fanfiction,0,may,0.42
MN,Fanfiction,0,may,0.56
AL,Fanfiction,0,may,0.86
MI,Fanfiction,0,may,0.59
KY,Fanfiction,0,may,0.66
CO,Operational coordination,0,may,0.44
OR,Operational coordination,0,may,0.44
GA,Operational coordination,0,may,0.48
AZ,Game modding,0,may,0.13
CT,Deployment,0,may,0.18
MI,Deployment,0,may,0.14
MA,Deployment,0,may,0.14
OK,Life updates,0,may,0.87
UT,Life updates,0,may,0.43
KS,Life updates,0,may,0.6
WA,Life updates,0,may,0.54
MN,Product specifications,0,may,0.33
CT,Product specifications,0,may,0.29
CA,Product specifications,0,may,0.31
GA,Product specifications,0,may,0.29
NY,Product specifications,0,may,0.21
PA,Product specifications,0,may,0.28
IN,Product specifications,0,may,0.36
CA,Trigonometry,0,may,0.03
UT,Media discovery,1,may,1.44
WV,Media discovery,1,may,2.1
NH,Media discovery,1,may,0.94
IA,Media discovery,1,may,1.35
OK,Media discovery,1,may,2.29
AL,Media discovery,1,may,2.14
OR,Media discovery,1,may,1.52
CA,Media discovery,1,may,0.91
CA,Political science,0,apr,0.03
FL,API design,0,apr,0.04
MN,Literature review,0,apr,0.4
UT,Literature review,0,apr,0.4
RI,Literature review,0,apr,1.03
NJ,Literature review,0,apr,0.48
OH,Literature review,0,apr,0.44
FL,Literature review,0,apr,0.24
VA,Literature review,0,apr,0.67
PA,Tech recruitment,0,apr,0.17
FL,Filesystem operations,0,apr,0.05
FL,System administration,0,apr,0.1
NC,System administration,0,apr,0.13
TX,System administration,0,apr,0.15
FL,Market microstructure analysis,0,apr,0.04
CA,Market microstructure analysis,0,apr,0.03
NY,Market microstructure analysis,0,apr,0.03
TX,Meeting prep,0,apr,0.22
OR,Meeting prep,0,apr,0.31
OK,AI evaluation and risk,1,apr,0.41
TN,AI evaluation and risk,1,apr,0.31
NY,Readiness confirmation,0,apr,0.07
GA,Short-form video scripts,0,apr,0.47
ID,Short-form video scripts,0,apr,0.67
MI,Short-form video scripts,0,apr,0.3
AZ,Short-form video scripts,0,apr,0.38
CO,Short-form video scripts,0,apr,0.27
OR,Short-form video scripts,0,apr,0.37
NV,Short-form video scripts,0,apr,0.55
CA,Shipment tracking,0,apr,0.07
IL,Parts sourcing,0,apr,0.08
FL,Parts sourcing,0,apr,0.06
SC,Sales & Revenue Operations,2,apr,1.89
TN,Sales & Revenue Operations,2,apr,1.84
NH,Sales & Revenue Operations,2,apr,1.31
CO,Sales & Revenue Operations,2,apr,1.71
TX,Sales & Revenue Operations,2,apr,1.66
CT,Sales & Revenue Operations,2,apr,1.37
MO,Sales & Revenue Operations,2,apr,1.39
AZ,News aggregation,0,apr,0.41
MD,News aggregation,0,apr,0.55
OR,News aggregation,0,apr,0.39
VA,Reference and fact-finding,1,apr,1.1
ME,Reference and fact-finding,1,apr,1.46
CT,Reference and fact-finding,1,apr,1.37
TX,Reference and fact-finding,1,apr,1.18
DE,Reference and fact-finding,1,apr,1.75
OR,Reference and fact-finding,1,apr,1.24
CA,CMS plugins,0,apr,0.07
NY,CMS plugins,0,apr,0.05
CO,CMS plugins,0,apr,0.11
DC,Structured extraction,1,apr,1.36
NV,Structured extraction,1,apr,1.26
LA,Structured extraction,1,apr,1.23
NJ,Structured extraction,1,apr,1.23
WI,Structured extraction,1,apr,1.06
MD,Structured extraction,1,apr,1.18
NC,Structured extraction,1,apr,1.13
IN,Structured extraction,1,apr,0.98
CA,Furniture shopping,0,apr,0.08
MD,Furniture shopping,0,apr,0.13
GA,Furniture shopping,0,apr,0.1
MO,Fanfiction,0,apr,0.56
MS,Fanfiction,0,apr,1.11
MD,Fanfiction,0,apr,0.46
MI,Fanfiction,0,apr,0.54
NC,Operational coordination,0,apr,0.42
NJ,Operational coordination,0,apr,0.38
GA,Operational coordination,0,apr,0.45
MO,Implementation planning,0,may,0.14
TX,Implementation planning,0,may,0.19
AZ,Implementation planning,0,may,0.25
NJ,Implementation planning,0,may,0.11
PA,Engine mechanics,0,may,0.06
AL,Industry domain knowledge,0,may,0.26
LA,Industry domain knowledge,0,may,0.4
TX,IoT sensors,0,may,0.04
PA,Coding tools,1,may,0.14
IL,Clinical note drafting,0,may,0.09
MA,Clinical note drafting,0,may,0.07
WA,Clinical note drafting,0,may,0.05
PA,Clinical note drafting,0,may,0.08
WA,Grammar instruction,0,may,0.19
MA,Grammar instruction,0,may,0.18
IN,Grammar instruction,0,may,0.15
IA,Game prototyping,0,may,0.51
OK,Game prototyping,0,may,0.38
CA,Game prototyping,0,may,0.22
FL,Desktop GUI frameworks,0,may,0.12
TX,Desktop GUI frameworks,0,may,0.1
MD,Spirituality and metaphysical practices,1,may,0.1
CO,Spirituality and metaphysical practices,1,may,0.1
AZ,Reference data entries,0,may,0.11
OR,Reference data entries,0,may,0.13
WA,Reference data entries,0,may,0.15
NJ,Business law,0,may,0.07
PA,Business law,0,may,0.06
MA,Business law,0,may,0.06
CA,Political science,0,may,0.03
TX,Dream interpretation,0,may,0.03
CA,Dream interpretation,0,may,0.02
CO,SEO strategy,0,may,0.08
TX,Landscape design,0,may,0.04
DC,Literature review,0,may,0.82
AZ,Literature review,0,may,0.26
IN,Literature review,0,may,0.57
MA,Literature review,0,may,0.9
FL,Literature review,0,may,0.25
NY,Portfolio risk review,0,may,0.04
GA,Sales outreach writing,1,may,0.21
FL,Tech recruitment,0,may,0.13
CA,Tech recruitment,0,may,0.2
IL,Tech recruitment,0,may,0.26
NY,Filesystem operations,0,may,0.03
MA,System administration,0,may,0.15
FL,System administration,0,may,0.12
IL,System administration,0,may,0.12
TX,Trend monitoring,0,may,0.04
CA,Water quality,0,may,0.01
NY,Meeting prep,0,may,0.33
GA,Meeting prep,0,may,0.26
IL,Meeting prep,0,may,0.22
OK,AI evaluation and risk,1,may,0.37
NY,AI evaluation and risk,1,may,0.28
NY,Readiness confirmation,0,may,0.05
WA,Short-form video scripts,0,may,0.28
MO,Short-form video scripts,0,may,0.39
NJ,Short-form video scripts,0,may,0.4
WA,Structural assessment,0,may,0.05
CA,Dashboard data integrity,0,may,0.01
IL,Lead qualification,0,may,0.1
NC,Lead qualification,0,may,0.09
VA,Lead qualification,0,may,0.09
NY,Parts sourcing,0,may,0.06
IL,Parts sourcing,0,may,0.07
AR,Sales & Revenue Operations,2,may,1.41
MS,Sales & Revenue Operations,2,may,1.12
KS,Sales & Revenue Operations,2,may,1.43
LA,Sales & Revenue Operations,2,may,1.15
MN,Sales & Revenue Operations,2,may,1.41
MD,Sales & Revenue Operations,2,may,1.22
SC,Sales & Revenue Operations,2,may,2.06
MO,Sales & Revenue Operations,2,may,1.4
FL,Doneness and temperature,0,may,0.03
IL,News aggregation,0,may,0.58
LA,News aggregation,0,may,0.51
MO,News aggregation,0,may,0.37
VT,Reference and fact-finding,1,may,1.78
ME,Reference and fact-finding,1,may,1.49
CA,Reference and fact-finding,1,may,1.33
AL,Reference and fact-finding,1,may,1.41
SC,Reference and fact-finding,1,may,1.45
OH,Reference and fact-finding,1,may,1.36
WA,CMS plugins,0,may,0.07
FL,CMS plugins,0,may,0.14
NC,CMS plugins,0,may,0.09
GA,CMS plugins,0,may,0.09
TX,CMS plugins,0,may,0.08
CO,CMS plugins,0,may,0.09
DC,Structured extraction,1,may,1.43
MI,Structured extraction,1,may,1.21
OH,Structured extraction,1,may,0.99
PR,Structured extraction,1,may,1.69
WA,Structured extraction,1,may,1.12
OK,Structured extraction,1,may,1
CA,Structured extraction,1,may,1.35
MD,Structured extraction,1,may,1.21
VA,Furniture shopping,0,may,0.13
NC,Furniture shopping,0,may,0.11
MD,Furniture shopping,0,may,0.13
WA,Furniture shopping,0,may,0.12
NJ,Furniture shopping,0,may,0.11
WA,Script execution,0,may,0.08
MA,Script execution,0,may,0.11
MS,Fanfiction,0,may,1.17
NC,Fanfiction,0,may,0.45
DC,Fanfiction,0,may,0.24
AZ,Fanfiction,0,may,0.35
NE,Fanfiction,0,may,0.6
PA,Operational coordination,0,may,0.38
NC,Operational coordination,0,may,0.5
MD,Operational coordination,0,may,0.37
TX,Operational coordination,0,may,0.56
IN,Game modding,0,may,0.17
MA,Game modding,0,may,0.1
VA,Game modding,0,may,0.11
NJ,Game modding,0,may,0.11
MD,Game modding,0,may,0.17
CO,Game modding,0,may,0.13
OH,Deployment,0,may,0.13
NJ,Deployment,0,may,0.12
WI,Life updates,0,may,0.62
OH,Life updates,0,may,0.56
CT,Life updates,0,may,0.3
IA,Life updates,0,may,0.61
MA,Life updates,0,may,0.43
TN,Life updates,0,may,0.48
NJ,Life updates,0,may,0.36
VA,Life updates,0,may,0.38
AL,Life updates,0,may,0.45
NC,Life updates,0,may,0.49
IL,Product specifications,0,may,0.22
VA,Product specifications,0,may,0.27
CA,Promotions and warranties,0,may,0.02
CA,Workforce training,0,may,0.06
CO,Workforce training,0,may,0.09
CA,Local tradespeople,0,may,0.07
HI,Media discovery,1,may,1.12
CO,Media discovery,1,may,1.13
KY,Media discovery,1,may,1.98
NJ,Media discovery,1,may,1.03
PA,Media discovery,1,may,1.41
VT,Media discovery,1,may,1.12
TX,Media discovery,1,may,1.23
OH,Media discovery,1,may,1.67
RI,Media discovery,1,may,1.3
CA,Database administration,0,apr,0.02
CA,SEO strategy,0,apr,0.04
FL,SEO strategy,0,apr,0.09
CA,Landscape design,0,apr,0.04
TX,Landscape design,0,apr,0.04
NY,React,0,apr,0.1
GA,React,0,apr,0.09
